Store,Dept,Date,Weekly_Sales,IsHoliday
1,49,2010-05-03,16445.28,False
1,49,2010-05-14,12803.67,False
1,49,2010-05-21,10502.54,False
1,49,2010-05-28,11711.59,False
1,49,2010-06-08,11454.96,False
1,49,2010-05-11,13601.15,False
1,51,2010-05-02,1.16,False
1,51,2010-05-03,27.92,False
1,51,2010-05-14,13.12,False
1,51,2010-05-21,44.48,False
1,51,2010-05-28,77.84,False
1,51,2010-06-08,11.12,False
1,52,2010-05-02,3508.04,False
1,52,2010-05-03,3212.82,False
1,52,2010-05-14,4205.67,False
1,52,2010-05-21,1839.6,False
1,52,2010-05-28,2085.73,False
1,52,2010-06-08,2339.98,False
1,52,2010-05-11,2995.15,False
1,54,2010-05-02,439.0,False
1,54,2010-05-03,198.97,False
1,54,2010-05-14,100.0,False
1,54,2010-05-21,96.0,False
1,54,2010-05-28,309.0,False
1,54,2010-06-08,140.0,False
1,54,2010-05-11,63.84,False
1,55,2010-05-02,21249.31,False
1,55,2010-05-03,16120.04,False
1,55,2010-05-14,9471.58,False
1,55,2010-05-21,12395.06,False
1,55,2010-05-28,10256.27,False
1,55,2010-06-08,11091.06,False
1,55,2010-05-11,12562.6,False
1,56,2010-05-02,2567.36,False
1,56,2010-05-03,5298.62,False
1,56,2010-05-14,8684.96,False
1,56,2010-05-21,5157.63,False
1,56,2010-05-28,4992.33,False
1,56,2010-06-08,1942.33,False
1,56,2010-05-11,1089.72,False
1,58,2010-05-02,7659.97,False
1,58,2010-05-03,5796.0,False
1,58,2010-05-14,3073.0,False
1,58,2010-05-21,3917.0,False
1,58,2010-05-28,5055.0,False
1,58,2010-06-08,5329.0,False
1,58,2010-05-11,2228.0,False
1,59,2010-05-02,1409.34,False
1,59,2010-05-03,1275.29,False
1,59,2010-05-14,992.91,False
1,59,2010-05-21,865.97,False
1,59,2010-05-28,803.36,False
1,59,2010-06-08,778.33,False
1,59,2010-05-11,650.35,False
1,60,2010-05-02,1416.8,False
1,60,2010-05-03,1371.0,False
1,60,2010-05-14,1056.0,False
1,60,2010-05-21,888.8,False
1,60,2010-05-28,1221.4,False
1,60,2010-06-08,1100.0,False
1,60,2010-05-11,1284.8,False
1,67,2010-05-02,8414.14,False
1,67,2010-05-03,6519.39,False
1,67,2010-05-14,18715.88,False
1,67,2010-05-21,7473.54,False
1,67,2010-05-28,8772.7,False
1,67,2010-06-08,6045.09,False
1,67,2010-05-11,5919.76,False
1,71,2010-05-02,5421.14,False
1,71,2010-05-03,3010.0,False
1,71,2010-05-14,3136.54,False
1,71,2010-05-21,1724.38,False
1,71,2010-05-28,2578.53,False
1,71,2010-06-08,3475.0,False
1,71,2010-05-11,2527.76,False
1,72,2010-05-02,98499.12,False
1,72,2010-05-03,65525.74,False
1,72,2010-05-14,35355.34,False
1,72,2010-05-21,30922.75,False
1,72,2010-05-28,31378.88,False
1,72,2010-06-08,39070.7,False
1,72,2010-05-11,38960.78,False
1,74,2010-05-02,12251.94,False
1,74,2010-05-03,13824.33,False
1,74,2010-05-14,10565.14,False
1,74,2010-05-21,10848.88,False
1,74,2010-05-28,11445.67,False
1,74,2010-06-08,14102.24,False
1,74,2010-05-11,10107.0,False
1,78,2010-05-03,12.0,False
1,79,2010-05-02,46729.77,False
1,79,2010-05-03,42931.77,False
1,79,2010-05-14,30719.18,False
1,79,2010-05-21,30190.72,False
1,79,2010-05-28,28195.06,False
1,79,2010-06-08,43224.38,False
1,79,2010-05-11,39589.08,False
1,80,2010-05-02,15694.17,False
1,80,2010-05-03,15680.71,False
1,80,2010-05-14,14806.08,False
1,80,2010-05-21,14381.02,False
1,80,2010-05-28,14905.3,False
1,80,2010-06-08,17325.53,False
1,80,2010-05-11,15412.29,False
1,81,2010-05-02,30052.75,False
1,81,2010-05-03,29957.47,False
1,81,2010-05-14,29631.17,False
1,81,2010-05-21,28081.1,False
1,81,2010-05-28,28638.96,False
1,81,2010-06-08,31201.67,False
1,81,2010-05-11,28962.33,False
1,82,2010-05-02,19484.03,False
1,82,2010-05-03,19974.91,False
1,82,2010-05-14,17814.39,False
1,82,2010-05-21,17328.64,False
1,82,2010-05-28,17229.66,False
1,82,2010-06-08,18429.47,False
1,82,2010-05-11,21850.85,False
1,83,2010-05-02,5711.19,False
1,83,2010-05-03,8840.0,False
1,83,2010-05-14,5395.06,False
1,83,2010-05-21,5038.0,False
1,83,2010-05-28,4215.35,False
1,83,2010-06-08,6456.95,False
1,83,2010-05-11,4703.97,False
1,85,2010-05-02,3825.78,False
1,85,2010-05-03,4027.52,False
1,85,2010-05-14,5574.51,False
1,85,2010-05-21,5384.95,False
1,85,2010-05-28,4876.1,False
1,85,2010-06-08,4408.58,False
1,85,2010-05-11,3790.85,False
1,87,2010-05-02,35972.49,False
1,87,2010-05-03,30800.98,False
1,87,2010-05-14,34298.89,False
1,87,2010-05-21,32975.76,False
1,87,2010-05-28,32034.24,False
1,87,2010-06-08,47141.7,False
1,87,2010-05-11,53902.35,False
1,90,2010-05-02,76419.47,False
1,90,2010-05-03,78081.85,False
1,90,2010-05-14,73925.66,False
1,90,2010-05-21,71026.5,False
1,90,2010-05-28,70245.24,False
1,90,2010-06-08,78840.85,False
1,90,2010-05-11,77903.38,False
1,91,2010-05-02,62424.14,False
1,91,2010-05-03,62755.71,False
1,91,2010-05-14,64325.26,False
1,91,2010-05-21,59289.04,False
1,91,2010-05-28,53686.79,False
1,91,2010-06-08,68302.1,False
1,91,2010-05-11,60344.73,False
1,92,2010-05-02,139884.94,False
1,92,2010-05-03,132945.44,False
1,92,2010-05-14,126004.12,False
1,92,2010-05-21,117117.65,False
1,92,2010-05-28,111704.67,False
1,92,2010-06-08,136852.18,False
1,92,2010-05-11,140504.41,False
1,93,2010-05-02,64494.87,False
1,93,2010-05-03,63550.08,False
1,93,2010-05-14,68273.13,False
1,93,2010-05-21,60163.57,False
1,93,2010-05-28,60155.18,False
1,93,2010-06-08,69274.95,False
1,93,2010-05-11,69542.18,False
1,94,2010-05-02,56655.39,False
1,94,2010-05-03,59201.37,False
1,94,2010-05-14,78903.78,False
1,94,2010-05-21,57772.04,False
1,94,2010-05-28,58985.55,False
1,94,2010-06-08,65856.36,False
1,94,2010-05-11,53352.96,False
1,95,2010-05-02,106690.06,False
1,95,2010-05-03,112807.75,False
1,95,2010-05-14,120247.9,False
1,95,2010-05-21,120036.99,False
1,95,2010-05-28,121902.19,False
1,95,2010-06-08,131128.96,False
1,95,2010-05-11,110332.92,False
1,96,2010-06-08,31233.67,False
1,96,2010-05-11,27824.48,False
1,97,2010-05-02,32153.04,False
1,97,2010-05-03,31576.47,False
1,97,2010-05-14,33943.35,False
1,97,2010-05-21,31165.21,False
1,97,2010-05-28,30171.25,False
1,97,2010-06-08,37436.74,False
1,97,2010-05-11,35669.19,False
1,98,2010-05-02,10891.37,False
1,98,2010-05-03,10903.65,False
1,98,2010-05-14,12519.08,False
1,98,2010-05-21,10477.58,False
1,98,2010-05-28,10033.06,False
1,98,2010-06-08,10210.44,False
1,98,2010-05-11,11084.68,False
2,1,2010-05-02,35034.06,False
2,1,2010-05-03,27372.05,False
2,1,2010-05-14,25876.55,False
2,1,2010-05-21,22689.01,False
2,1,2010-05-28,22899.73,False
2,1,2010-06-08,22795.72,False
2,1,2010-05-11,46198.84,False
2,2,2010-05-02,74661.16,False
2,2,2010-05-03,68428.64,False
2,2,2010-05-14,62666.91,False
2,2,2010-05-21,69699.5,False
2,2,2010-05-28,68750.86,False
2,2,2010-06-08,69920.91,False
2,2,2010-05-11,64267.74,False
2,3,2010-05-02,16873.2,False
2,3,2010-05-03,14895.96,False
2,3,2010-05-14,10855.62,False
2,3,2010-05-21,11486.91,False
2,3,2010-05-28,9264.33,False
2,3,2010-06-08,41201.05,False
2,3,2010-05-11,12098.73,False
2,4,2010-05-02,47681.96,False
2,4,2010-05-03,46937.81,False
2,4,2010-05-14,43466.84,False
2,4,2010-05-21,45303.34,False
2,4,2010-05-28,49046.81,False
2,4,2010-06-08,49676.14,False
2,4,2010-05-11,47784.77,False
2,5,2010-05-02,34025.45,False
2,5,2010-05-03,28609.08,False
2,5,2010-05-14,21447.79,False
2,5,2010-05-21,19852.04,False
2,5,2010-05-28,23033.98,False
2,5,2010-06-08,24316.97,False
2,5,2010-05-11,26202.38,False
2,6,2010-05-02,7472.24,False
2,6,2010-05-03,6068.64,False
2,6,2010-05-14,11850.07,False
2,6,2010-05-21,8331.46,False
2,6,2010-05-28,9378.9,False
2,6,2010-06-08,8095.68,False
2,6,2010-05-11,6094.83,False
2,7,2010-05-02,28512.95,False
2,7,2010-05-03,29442.87,False
2,7,2010-05-14,31054.88,False
2,7,2010-05-21,40359.64,False
2,7,2010-05-28,51582.43,False
2,7,2010-06-08,29730.29,False
2,7,2010-05-11,28729.55,False
2,8,2010-05-02,69634.8,False
2,8,2010-05-03,67041.18,False
2,8,2010-05-14,58091.71,False
2,8,2010-05-21,59977.0,False
2,8,2010-05-28,60202.35,False
2,8,2010-06-08,58947.32,False
2,8,2010-05-11,63248.62,False
2,9,2010-05-02,24162.08,False
2,9,2010-05-03,29094.0,False
2,9,2010-05-14,31709.88,False
2,9,2010-05-21,34446.59,False
2,9,2010-05-28,42793.13,False
2,9,2010-06-08,29052.46,False
2,9,2010-05-11,42709.43,False
2,10,2010-05-02,39602.47,False
2,10,2010-05-03,39883.5,False
2,10,2010-05-14,34346.25,False
2,10,2010-05-21,41826.48,False
2,10,2010-05-28,44795.06,False
2,10,2010-06-08,42421.79,False
2,10,2010-05-11,38289.5,False
2,11,2010-05-02,24800.3,False
2,11,2010-05-03,21422.84,False
2,11,2010-05-14,21622.2,False
2,11,2010-05-21,26348.34,False
2,11,2010-05-28,28225.04,False
2,11,2010-06-08,38708.3,False
2,11,2010-05-11,27897.88,False
2,12,2010-05-02,6906.2,False
2,12,2010-05-03,8806.59,False
2,12,2010-05-14,7459.53,False
2,12,2010-05-21,10116.84,False
2,12,2010-05-28,8464.82,False
2,12,2010-06-08,9352.51,False
2,12,2010-05-11,7196.52,False
2,13,2010-05-02,53319.96,False
2,13,2010-05-03,52696.93,False
2,13,2010-05-14,44535.87,False
2,13,2010-05-21,49845.16,False
2,13,2010-05-28,49982.04,False
2,13,2010-06-08,51948.67,False
2,13,2010-05-11,50724.17,False
2,14,2010-05-02,26425.58,False
2,14,2010-05-03,24936.9,False
2,14,2010-05-14,19351.92,False
2,14,2010-05-21,18529.31,False
2,14,2010-05-28,18552.58,False
2,14,2010-06-08,20406.24,False
2,14,2010-05-11,19859.89,False
2,16,2010-05-02,9674.86,False
2,16,2010-05-03,21957.34,False
2,16,2010-05-14,44648.12,False
2,16,2010-05-21,46300.64,False
2,16,2010-05-28,59638.47,False
2,16,2010-06-08,32172.54,False
2,16,2010-05-11,7414.42,False
2,17,2010-05-02,18810.11,False
2,17,2010-05-03,16338.14,False
2,17,2010-05-14,13109.68,False
2,17,2010-05-21,12115.19,False
2,17,2010-05-28,11622.26,False
2,17,2010-06-08,14647.2,False
2,17,2010-05-11,11907.92,False
2,18,2010-05-02,7277.75,False
2,18,2010-05-03,625.1,False
2,18,2010-05-14,1.75,False
2,18,2010-05-21,13.25,False
2,18,2010-05-28,5.3,False
2,18,2010-05-11,17527.96,False
2,19,2010-05-02,4891.96,False
2,19,2010-05-03,4658.09,False
2,19,2010-05-14,3437.11,False
2,19,2010-05-21,4093.77,False
2,19,2010-05-28,3077.89,False
2,19,2010-06-08,4061.96,False
2,19,2010-05-11,4887.69,False
2,20,2010-05-02,7231.65,False
2,20,2010-05-03,6467.05,False
2,20,2010-05-14,5660.09,False
2,20,2010-05-21,7562.49,False
2,20,2010-05-28,7266.6,False
2,20,2010-06-08,6325.55,False
2,20,2010-05-11,3678.8,False
2,21,2010-05-02,12636.72,False
2,21,2010-05-03,12268.19,False
2,21,2010-05-14,10583.82,False
2,21,2010-05-21,10005.31,False
2,21,2010-05-28,10882.75,False
2,21,2010-06-08,10766.95,False
2,21,2010-05-11,10925.31,False
2,22,2010-05-02,20565.41,False
2,22,2010-05-03,15641.52,False
2,22,2010-05-14,10399.73,False
2,22,2010-05-21,10289.97,False
2,22,2010-05-28,8849.83,False
2,22,2010-06-08,11055.39,False
2,22,2010-05-11,13902.53,False
2,23,2010-05-02,31836.69,False
2,23,2010-05-03,23409.21,False
2,23,2010-05-14,28229.56,False
2,23,2010-05-21,30443.74,False
2,23,2010-05-28,34551.07,False
2,23,2010-06-08,31867.29,False
2,23,2010-05-11,33387.8,False
2,24,2010-05-02,9731.05,False
2,24,2010-05-03,8678.56,False
2,24,2010-05-14,5971.1,False
2,24,2010-05-21,7352.65,False
2,24,2010-05-28,7605.71,False
2,24,2010-06-08,15464.74,False
2,24,2010-05-11,10758.45,False
2,25,2010-05-02,16827.5,False
2,25,2010-05-03,14656.5,False
2,25,2010-05-14,15107.25,False
2,25,2010-05-21,17035.25,False
2,25,2010-05-28,17879.25,False
2,25,2010-06-08,14768.0,False
2,25,2010-05-11,17019.23,False
2,26,2010-05-02,13414.69,False
2,26,2010-05-03,11353.56,False
2,26,2010-05-14,8574.81,False
2,26,2010-05-21,10114.5,False
2,26,2010-05-28,9590.84,False
2,26,2010-06-08,7469.9,False
2,26,2010-05-11,13031.34,False
2,27,2010-05-02,3184.5,False
2,27,2010-05-03,2473.5,False
2,27,2010-05-14,1305.75,False
2,27,2010-05-21,1182.25,False
2,27,2010-05-28,1241.25,False
2,27,2010-06-08,1409.12,False
2,27,2010-05-11,2866.43,False
2,28,2010-05-02,1592.41,False
2,28,2010-05-03,1405.51,False
2,28,2010-05-14,914.99,False
2,28,2010-05-21,869.83,False
2,28,2010-05-28,719.75,False
2,28,2010-06-08,619.57,False
2,28,2010-05-11,1763.78,False
2,29,2010-05-02,10322.43,False
2,29,2010-05-03,8005.81,False
2,29,2010-05-14,7619.28,False
2,29,2010-05-21,7157.78,False
2,29,2010-05-28,7100.75,False
2,29,2010-06-08,7267.94,False
2,29,2010-05-11,8128.24,False
2,30,2010-05-02,6916.0,False
2,30,2010-05-03,6943.0,False
2,30,2010-05-14,6431.2,False
2,30,2010-05-21,6427.46,False
2,30,2010-05-28,6598.13,False
2,30,2010-06-08,6340.68,False
2,30,2010-05-11,5095.92,False
2,31,2010-05-02,3840.21,False
2,31,2010-05-03,3914.96,False
2,31,2010-05-14,2827.06,False
2,31,2010-05-21,2921.18,False
2,31,2010-05-28,2554.52,False
2,31,2010-06-08,6157.03,False
2,31,2010-05-11,4172.56,False
2,32,2010-05-02,17212.26,False
2,32,2010-05-03,11863.21,False
2,32,2010-05-14,19145.73,False
2,32,2010-05-21,11843.77,False
2,32,2010-05-28,10645.12,False
2,32,2010-06-08,10866.25,False
2,32,2010-05-11,9021.28,False
2,33,2010-05-02,8896.08,False
2,33,2010-05-03,8461.18,False
2,33,2010-05-14,5544.75,False
2,33,2010-05-21,6742.5,False
2,33,2010-05-28,7834.0,False
2,33,2010-06-08,12158.9,False
2,33,2010-05-11,9288.54,False
2,34,2010-05-02,20347.47,False
2,34,2010-05-03,20783.3,False
2,34,2010-05-14,21863.32,False
2,34,2010-05-21,23372.97,False
2,34,2010-05-28,27931.0,False
2,34,2010-06-08,18112.23,False
2,34,2010-05-11,18675.25,False
2,35,2010-05-02,4216.0,False
2,35,2010-05-03,4920.0,False
2,35,2010-05-14,4794.0,False
2,35,2010-05-21,4206.0,False
2,35,2010-05-28,5004.0,False
2,35,2010-06-08,3741.0,False
2,35,2010-05-11,4401.0,False
2,36,2010-05-02,975.5,False
2,36,2010-05-03,1371.5,False
2,36,2010-05-14,3825.0,False
2,36,2010-05-21,5503.97,False
2,36,2010-05-28,8558.0,False
2,36,2010-06-08,2297.0,False
2,36,2010-05-11,2783.0,False
2,37,2010-05-02,4961.19,False
2,37,2010-05-03,5289.69,False
2,37,2010-05-14,3846.69,False
2,37,2010-05-21,5629.61,False
2,37,2010-05-28,5193.21,False
2,37,2010-06-08,5672.14,False
2,37,2010-05-11,4372.06,False
2,38,2010-05-02,113144.9,False
2,38,2010-05-03,116410.09,False
2,38,2010-05-14,102736.89,False
2,38,2010-05-21,90889.35,False
2,38,2010-05-28,91070.95,False
2,38,2010-06-08,91908.96,False
2,38,2010-05-11,93640.72,False
2,39,2010-05-03,0.78,False
2,40,2010-05-02,96799.15,False
2,40,2010-05-03,88933.14,False
2,40,2010-05-14,79151.97,False
2,40,2010-05-21,78375.85,False
2,40,2010-05-28,81274.03,False
2,40,2010-06-08,73896.66,False
2,40,2010-05-11,89291.66,False
2,41,2010-05-02,1707.77,False
2,41,2010-05-03,1492.0,False
2,41,2010-05-14,1452.99,False
2,41,2010-05-21,1409.0,False
2,41,2010-05-28,1465.99,False
2,41,2010-06-08,1704.0,False
2,41,2010-05-11,4323.84,False
2,42,2010-05-02,8438.99,False
2,42,2010-05-03,9739.51,False
2,42,2010-05-14,9289.16,False
2,42,2010-05-21,9224.55,False
